# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 66K of event 'cycles:P'
# Event count (approx.): 62401597400
#
# Overhead  Command          Shared Object                                        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ...................................................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.05%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000321c2f
     0.05%  python           libpython3.10.so.1.0                                 [.] PyType_Ready
     0.05%  python           [unknown]                                            [k] 0xffffffff8e0001c4
     0.05%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8f2
     0.05%  python           [unknown]                                            [k] 0xffffffff8e3f7516
     0.05%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327ee3
     0.05%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8f7
     0.05%  python           libpython3.10.so.1.0                                 [.] _PyObject_GenericSetAttrWithDict
     0.05%  python           [unknown]                                            [k] 0xffffffff8f4dc805
     0.05%  python           libQt5Gui-1ce8cbfe.so.5.15.16                        [.] 0x00000000003c2a2f
     0.05%  python           [unknown]                                            [k] 0xffffffff8e3f7508
     0.05%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9ce
     0.05%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8de
     0.05%  mediapipe/39531  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vadd_ukernel__avx_u16
     0.05%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327edf
     0.05%  mediapipe/39533  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vprelu_ukernel__avx_u16
     0.05%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c92a
     0.05%  python           ld-linux-x86-64.so.2                                 [.] strcmp
     0.05%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008d9b93
     0.05%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c90e
     0.05%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327ec4
     0.05%  python           libpython3.10.so.1.0                                 [.] PyObject_IS_GC
     0.05%  python           libpython3.10.so.1.0                                 [.] unicode_dealloc
     0.05%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008d9b90
     0.05%  mediapipe/39526  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_dwconv_minmax_ukernel_9p16c__fma3
     0.05%  python           [unknown]                                            [k] 0xffffffff8f4e0809
     0.05%  python           [unknown]                                            [k] 0xffffffff8e3daff4
     0.05%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9d2
     0.05%  python           libpython3.10.so.1.0                                 [.] _PyTuple_MaybeUntrack
     0.05%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9aa
     0.05%  python           [unknown]                                            [k] 0xffffffff8e3edf2b
     0.05%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c913
     0.04%  python           [unknown]                                            [k] 0xffffffff8e3ee077
     0.04%  python           [unknown]                                            [k] 0xffffffff8e3fdc54
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c963
     0.04%  python           [unknown]                                            [k] 0xffffffff8e3ee0b9
     0.04%  python           libpython3.10.so.1.0                                 [.] PyObject_RichCompare
     0.04%  python           [unknown]                                            [k] 0xffffffff8f4ea2ad
     0.04%  python           libpython3.10.so.1.0                                 [.] PyObject_GC_Del
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8ed
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9b6
     0.04%  python           [unknown]                                            [k] 0xffffffff8e3ee0bf
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c94e
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9ca
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c992
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c93a
     0.04%  python           libpython3.10.so.1.0                                 [.] _PyDict_MaybeUntrack
     0.04%  python           [unknown]                                            [k] 0xffffffff8f4ea1e2
     0.04%  mediapipe/39549  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_ibilinear_ukernel__sse_c8
     0.04%  python           [unknown]                                            [k] 0xffffffff8e3f750b
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9a2
     0.04%  python           [unknown]                                            [k] 0xffffffff8f4ea25f
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9c6
     0.04%  python           [unknown]                                            [k] 0xffffffff8e3dcaf2
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c978
     0.04%  python           libQt5Gui-1ce8cbfe.so.5.15.16                        [.] 0x00000000003c2a21
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c909
     0.04%  python           [unknown]                                            [k] 0xffffffff8f4f3153
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8e3
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8ae
     0.04%  python           libpython3.10.so.1.0                                 [.] PyUnicode_InternInPlace
     0.04%  python           libpython3.10.so.1.0                                 [.] set_traverse
     0.04%  mediapipe/39526  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vadd_ukernel__avx_u16
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8d4
     0.04%  python           [unknown]                                            [k] 0xffffffff8e3edf2e
     0.04%  python           libpython3.10.so.1.0                                 [.] _PyUnicode_FromId
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9ba
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c942
     0.04%  python           libpython3.10.so.1.0                                 [.] _PyFunction_Vectorcall
     0.04%  mediapipe/39548  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_ibilinear_ukernel__sse_c8
     0.04%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000321c36
     0.04%  python           [unknown]                                            [k] 0xffffffff8e40602e
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c946
     0.04%  mediapipe/39530  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vadd_ukernel__avx_u16
     0.04%  mediapipe_gl_ru  [unknown]                                            [k] 0xffffffffc0fb7ca1
     0.04%  python           cv2.abi3.so                                          [.] 0x0000000000b117c3
     0.04%  mediapipe/39529  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vprelu_ukernel__avx_u16
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c98a
     0.04%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f9519
     0.04%  mediapipe/39535  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vadd_ukernel__avx_u16
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c932
     0.04%  mediapipe/39543  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] tflite::internal::sparsity::FormatConverter<Eigen::half>::Populate(Eigen::half const*, std::vector<int, std::allocator<int> >, int, int, int*, Eigen::half*)
     0.04%  mediapipe/39549  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vadd_ukernel__avx_u16
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8b3
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8cf
     0.04%  python           libpython3.10.so.1.0                                 [.] PyDict_SetDefault
     0.04%  python           libpython3.10.so.1.0                                 [.] _Py_CheckFunctionResult
     0.04%  mediapipe_gl_ru  [unknown]                                            [k] 0xffffffffc0fb7c9b
     0.04%  mediapipe/39527  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vprelu_ukernel__avx_u16
     0.04%  python           [unknown]                                            [k] 0xffffffff8e3f74fc
     0.04%  mediapipe/39530  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vprelu_ukernel__avx_u16
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8bf
     0.04%  python           [unknown]                                            [k] 0xffffffff8e3f74f8
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8d9
     0.04%  mediapipe/39538  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_ibilinear_ukernel__sse_c8
     0.04%  python           libpython3.10.so.1.0                                 [.] free_keys_object
     0.04%  python           libpython3.10.so.1.0                                 [.] PyObject_IsTrue
     0.04%  python           libpython3.10.so.1.0                                 [.] _PyTuple_FromArray
     0.04%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9be
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8cb
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8b7
     0.03%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327ebe
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8c3
     0.03%  python           [unknown]                                            [k] 0xffffffff8f4e3808
     0.03%  mediapipe/39527  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vadd_ukernel__avx_u16
     0.03%  python           libpython3.10.so.1.0                                 [.] new_keys_object
     0.03%  python           [unknown]                                            [k] 0xffffffff8e3edf7f
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9ae
     0.03%  python           cv2.abi3.so                                          [.] 0x00000000026667f7
     0.03%  python           libc.so.6                                            [.] cfree@GLIBC_2.2.5
     0.03%  python           [unknown]                                            [k] 0xffffffff8f4ea1f5
     0.03%  python           [unknown]                                            [k] 0xffffffff8e3fdc57
     0.03%  python           [unknown]                                            [k] 0xffffffff8e406012
     0.03%  python           libpython3.10.so.1.0                                 [.] r_long
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9c2
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8bb
     0.03%  mediapipe/39528  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vprelu_ukernel__avx_u16
     0.03%  python           libpython3.10.so.1.0                                 [.] tuple_alloc
     0.03%  python           libpython3.10.so.1.0                                 [.] ascii_decode
     0.03%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008d9b96
     0.03%  python           [unknown]                                            [k] 0xffffffffc0fb7c94
     0.03%  python           libpython3.10.so.1.0                                 [.] PyErr_Occurred
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c9f6
     0.03%  mediapipe/39543  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_ibilinear_ukernel__sse_c8
     0.03%  python           [unknown]                                            [k] 0xffffffff8e2e88a0
     0.03%  python           libQt5Gui-1ce8cbfe.so.5.15.16                        [.] 0x000000000039b6ff
     0.03%  python           libpython3.10.so.1.0                                 [.] convertitem
     0.03%  mediapipe/39533  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vadd_ukernel__avx_u16
     0.03%  python           [unknown]                                            [k] 0xffffffff8e40600b
     0.03%  python           [unknown]                                            [k] 0xffffffff8f4dc7bf
     0.03%  python           [unknown]                                            [k] 0xffffffff8e3eb56a
     0.03%  python           libpython3.10.so.1.0                                 [.] _Py_Dealloc
     0.03%  python           [unknown]                                            [k] 0xffffffff8e405fc2
     0.03%  python           libQt5Gui-1ce8cbfe.so.5.15.16                        [.] 0x00000000003c2a1e
     0.03%  python           cv2.abi3.so                                          [.] 0x0000000001b47205
     0.03%  mediapipe/39529  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vadd_ukernel__avx_u16
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c99a
     0.03%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000328962
     0.03%  mediapipe_gl_ru  [unknown]                                            [k] 0xffffffffc0fb7c9d
     0.03%  mediapipe/39525  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vprelu_ukernel__avx_u16
     0.03%  python           [unknown]                                            [k] 0xffffffff8f4dc7fe
     0.03%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008d9b9a
     0.03%  mediapipe/39544  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_ibilinear_ukernel__sse_c8
     0.03%  python           cv2.abi3.so                                          [.] 0x0000000001b471f1
     0.03%  mediapipe/39541  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vadd_ukernel__avx_u16
     0.03%  mediapipe/39541  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_ibilinear_ukernel__sse_c8
     0.03%  python           cv2.abi3.so                                          [.] 0x0000000001b471e8
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c96f
     0.03%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000321c27
     0.03%  python           [unknown]                                            [k] 0xffffffff8e2832f6
     0.03%  python           libpython3.10.so.1.0                                 [.] PyType_GenericAlloc
     0.03%  python           libpython3.10.so.1.0                                 [.] unicode_hash
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007ca04
     0.03%  python           [unknown]                                            [k] 0xffffffff8e001248
     0.03%  python           libpython3.10.so.1.0                                 [.] PyDict_SetItem
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c95a
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c918
     0.03%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fa305
     0.03%  python           [unknown]                                            [k] 0xffffffff8e3edf85
     0.03%  python           [unknown]                                            [k] 0xffffffff8f4ea2b0
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c8a3
     0.03%  python           libpython3.10.so.1.0                                 [.] _PyUnicode_JoinArray
     0.03%  mediapipe/39526  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_compute_elementwise_binary_1d
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c956
     0.03%  mediapipe/39532  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vprelu_ukernel__avx_u16
     0.03%  mediapipe/39548  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vadd_ukernel__avx_u16
     0.03%  mediapipe/39543  libc.so.6                                            [.] _int_free
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c92e
     0.03%  python           libswscale-95ddd674.so.6.7.100                       [.] 0x000000000007c93e
     0.03%  python           [unknown]                                            [k] 0xffffffff8e3f74ff
     0.03%  python           [unknown]                                            [k] 0xffffffffc0fb7c9d
     0.03%  python           libpython3.10.so.1.0                                 [.] _PyTrash_end
     0.03%  python           [unknown]                                            [k] 0xffffffff8f4e080a
     0.03%  python           libpython3.10.so.1.0                                 [.] lookdict
     0.03%  mediapipe_gl_ru  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::api2::TensorsToDetectionsCalculator::DecodeBoxes(float const*, std::vector<mediapipe::Anchor, std::allocator<mediapipe::Anchor> > const&, std::vector<float, std::allocator<float> >*)
     0.03%  python           libpython3.10.so.1.0                                 [.] vgetargs1_impl
     0.03%  mediapipe/39538  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_vadd_ukernel__avx_u16
     0.03%  python           libpython3.10.so.1.0                                 [.] dictresize
     0.03%  python           libpython3.10.so.1.0                                 [.] PyThreadState_Get
